oat
pno1
stt3a
ctdsp1
rasgef1b
srsf2
eno1b
cuta
syt1
fam20c
mocs2
marveld1
bscl2
tmed3
tcp11l2
fchsd2
d10jhu81e
tmem176a
slc29a1
casp6
oxnad1
gatad1
auh
furin
fam120a
1700019g17rik
il11ra1
dhfr
mbtd1
gapvd1
mgrn1
atxn7
itpr1
rps27a
spryd7
slc25a11
chd1
fyttd1
grem2
ube2z
tmem41a
rad23a
ifih1
abcb10
gnl1
eif3g
lppos
uchl3
imp3
pde4dip
htatip2
mrpl54
uba5
ctnnb1
ppip5k2
atf6
cxcl9
map2k1
ciapin1
gm17196
car5a
galt
atp9a
sf3b1
0610040j01rik
tmem64
abhd14b
rad54l2
nolc1
rab5c
ccni
gm10031
dpp9
ppp2r5e
1700017b05rik
tmem59
fbxl5
lsm1
slc6a12
wwtr1
fbxo22
pdk2
hdac1
ptbp1
mff
ipo5
erc1
tns2
ppard
arih2
ncln
trmt112
sh3bgrl2
hnmt
dexi
ttc3
nrip1
mmd2
vwa8
hes1
rad21
opa1
mrpl18
stip1
atrx
stk11
anpep
rp23-300e17.1
svil
lcp1
gata3
trpc4ap
aph1a
dazap1
hdac5
gm8444
bnip2
yaf2
pros1
5830473c10rik
glt1d1
cirbp
rell1
zfyve21
zbtb16
tm7sf2
nono
rangap1
btbd1
tmf1
slc22a23
cdc14b
pih1d1
akt1
gm10020
rnf43
tex261
cflar
son
ormdl3
erf
abcb7
slc35b2
nars
coq9
rapgef1
il6st
eif3b
cops7a
acot3
pdcd6
ddx46
ccdc12
celsr1
ublcp1
stt3b
timm10
apc
eif4e
ncald
2310036o22rik
adck5
cnot6
afg3l2
sulf2
ppif
pcp4l1
fam136a
arhgap21
asph
dnm1l
thnsl2
pde9a
ist1
tcea3
gnb2
rras
fkbp1a
smarcc2
rps25
smim13
tpst2
ggt6
zkscan1
pkdcc
rbm17
tmem234
vkorc1
slc35c2
psmb10
zpr1
lsm4
maff
abtb2
lrrc3
akr1e1
shtn1
btd
upb1
ralgps2
fnip2
spop
vps26a
cpsf6
d5ertd579e
itpr2
ubr5
fam20a
nhlrc2
ufsp2
usp16
sh3d19
ppm1g
ypel5
midn
eif1ad
dusp11
uqcrc2
repin1
abca6
crim1
clptm1l
polr2b
bax
mul1
1190007i07rik
tmem70
ppid
trappc2l
mogs
gm8186
nedd4l
pex11g
gm15638
ptpn11
slc30a1
hexa
pitpnb
ccnt2
atg2a
ahsa1
trim44
m6pr
il1r1
rnf144b
acadsb
r3hdm4
slc2a9
gak
plin5
pyurf
aurkaip1
ier2
sdr42e1
snx7
tomm40
rtn4ip1
slc36a1
gbp7
oplah
epm2aip1
foxp1
ndel1
calm2
actr3
sptbn2
fastk
drg1
zfp260
cir1
gng12
slc30a5
steap2
rtn4rl1
dag1
copa
shisa5
setd1b
pcmt1
rer1
tox
tmem123
mapkapk2
hnrnpd
otud6b
amt
akt2
lypla2
lonrf1
palld
sult5a1
fam213b
rgp1
akap11
coro1b
nrd1
stk38
vac14
otulin
tshz1
tnfrsf1a
amdhd2
fam32a
pdcl3
dtymk
fam3c
ndfip1
clint1
gatad2a
pon2
smarca5
cmtm4
4930523c07rik
hnrnpul2
ldlrap1
arhgap35
asah1
hip1r
tbc1d17
gopc
gprc5c
mtap
rrp1
gm16548
rnf170
zfp639
sf1
morc3
arpc4
herc4
abcf3
h2-t23
vrk3
rab3ip
ptch1
zfp106
gga2
ai464131
ssu72
ppp1r37
fas
rap1b
rnf186
cops2
btf3l4
utrn
tra2a
slc25a21
erlec1
snta1
5031439g07rik
acbd4
flcn
rab11fip2
cpsf2
trip11
gmppb
ero1l
mrpl2
ncstn
frrs1
slc22a18
shoc2
brk1
fam46a
rnf19b
actn1
cdc37l1
rcc2
chordc1
haus4
pnpo
capn7
gm4978
mrps26
stom
arpc5l
laptm4a
dmxl2
twf1
tmem230
mrpl35
tnfrsf1b
raly
mesdc2
mrpl50
atg4d
becn1
bod1
fam234a
ftsj3
ank3
xpr1
txnl4a
bphl
pcbp4
abcb8
gga1
smap2
rabl6
dync1li1
yae1d1
ube3b
camta1
vwce
rffl
cebpz
4930402h24rik
lrfn3
rwdd4a
sun2
fam214b
tgfbr2
oard1
exoc5
rfk
arap2
slc17a5
phospho2
cast
aw209491
1110032a03rik
commd4
n4bp2
cdc42
fam46c
snd1
upf1
snx15
lrp10
pdcl
a1cf
tmem87b
irak1
taf15
gmps
hsd3b2
phf14
0610031o16rik
tra2b
actr1a
bhlhb9
bcl2l1
nat8
gkap1
ankrd33b
arnt
slc5a6
gstp2
ahcyl1
lamtor1
fam73b
rabgap1l
spg21
lias
wsb2
ppp2r2d
d130020l05rik
eif3c
hspb6
aqp4
slc22a3
gpd1l
dohh
timd2
golgb1
pja1
psd3
cdk11b
kctd2
stx12
rilp
gid8
tnfrsf19
fam133b
rhot2
nt5c3
p2ry1
zdhhc21
myo1e
stx4a
ccnd3
tk1
isoc1
adgra3
tomm40l
ptges2
atp6ap2
setd7
arhgap29
memo1
dgat1
tpk1
klc4
b3gat3
dnajc25
amd1
icmt
chd9
pdlim1
gm4707
nop16
nipal1
sumf1
mpv17
spsb3
ccdc127
crcp
hdac3
eif2ak1
rsl1d1
crbn
ddhd2
tpp2
trim7
tmx4
pold4
asap2
cldnd1
arl8a
zzz3
0610010f05rik
zfp750
atp13a1
sbds
maf1
limd1
rufy3
coa7
atg12
mrps10
acnat2
tmem192
nup210
acsf3
zkscan17
foxred1
slbp
adh4
ar
gfod2
edem2
hist2h3c1
map2k6
slc25a12
mapk3
bco1
prosc
zfp931
rbck1
0610030e20rik
tjp2
olfm3
dopey2
pnrc2
prrg2
scyl2
tmem143
polr2e
oxa1l
tssc1
ing1
pofut2
clcn4
cdc40
paip2b
syap1
tigd2
bc030336
msantd4
ubqln4
atrn
timm17b
hdgfrp2
smarca4
psme3
bok
chrac1
fam89a
sms
trafd1
1700001c19rik
phb
pi4ka
dctn5
itgam.1
jmjd8
ndufaf6
hipk2
dnase2a
tbcb
ykt6
ilkap
atp13a2
mrpl37
rtp4
cyp2d11
ppp6c
lig3
itgb1bp1
otub1
soat2
sdccag3
tpm2
rev1
blcap
gprin3
nuak2
extl3
dapk2
tbl1x
flot1
gnl3
ggnbp1
trmt2b
ces2b
tns3
zscan26
exoc7
arfgap1
nsmce4a
ktn1
ehd1
nras
tiam2
crybg3
ehmt2
ptgfrn
igsf5
fbl
fam198a
csrp2bp
tbcd
tmem53
get4
serf1
pcf11
rabggta
wbp4
irgq
uchl5
ubac1
dact1
il18
rnf166
krit1
smco4
plekhf2
ppfibp1
zfp768
pa2g4
ddx39b
adh7
nelfa
tsnax
map4k3
vamp5
coq10a
slc16a6
dtx4
proser2
tbc1d2b
hnf1a
prep
rhot1
eif2b5
fzd4
bace1
gm10273
scaf1
nt5dc3
tm6sf2
trappc8
pla2g6
aig1
tmem109
ppp1r1b
kat6a
u2af2
grpel2
gemin7
stk38l
vamp2
tsn
nup62
faf2
capzb
gsk3a
ngef
irf5
commd7
slc16a5
ccdc122
ggct
agfg1
pik3cb
mtmr10
esf1
epha1
sbk1
gnpda1
pgk1
mtor
ifngr2
sgms1
erap1
rpl9-ps1
apba3
med14
cmc2
naa20
zfp326
macf1
zfp524
gpc1
dedd
gtf2e2
cyp4a31
atp1b3
p2ry2
parp1
npepps
hps4
slc4a7
abcf2
gorasp1
nlk
srbd1
mon2
ubn2
spsb4
tom1l2
dhdds
acox3
cox7a1
tbccd1
rtcb
synj1
arfgef2
mon1a
ccnk
xpnpep3
rpp25l
zswim7
pmm2
bcas3
sh3glb2
dhrs7
zdhhc4
zfp277
map7
spast
mettl16
dcaf5
ifrd2
ilvbl
ccm2
arid2
fibp
smc6
prpf38b
ppil1
psmb9
tk2
unc50
chic1
sympk
capn2
tmcc3
whsc1
usp12
tatdn2
umps
zfyve9
arhgap6
inpp4a
ikzf5
cox10
ankrd40
antxr2
rab8a
slc25a32
arhgap26
psme2b
0610040b10rik
atp6v1b2
hccs
cdc34b
ctbs
adrb2
rrm2
eepd1
daglb
wwc2
tomm6
atf6b
wipf3
gm15318
gnaq
tgfbrap1
ripk4
elf2
b230354k17rik
igsf11
thoc3
etv6
adprh
rp23-60p18.10
usp33
flot2
cog7
wdr73
pigq
sirt5
ccdc86
hars
setd5
aim1
fam98b
ccnh
9030624j02rik
erlin1
zfp942
cyr61
trmt61a
rif1
atp9b
tead1
rrp15
1110034g24rik
baz2b
9130401m01rik
zbp1
itga5
ttc14
nifk
lrrc8a
txndc12
casp8ap2
gm14296
wdr6
med13
irak2
eif4ebp2
capn1
npm3
aifm2
vars
armc8
max
fat1
ostf1
arl6ip5
rad17
dis3l2
rdh13
mical2
baz1a
atad3a
ccnf
mrps9
cdc42ep4
rassf6
prrc1
mcu
stat5a
ap1ar
trim37
pus7
mier3
cux1
hiat1
mettl1
fam169b
mpp5
pomgnt1
man1b1
tmem184b
atg14
rbm28
cblc
mycn
4732419c18rik
adarb1
dock5
twistnb
aff1
tinf2
bcl2l11
slc39a9
pak2
taf13
mettl7a2
pdzk1ip1
nip7
mrpl43
plce1
snrnp40
notch1
gins4
gm7298
msl1
zfp131
col5a3
agfg2
wdfy1
cyp2g1
pdzrn3
bag6
d630039a03rik
ankhd1
smug1
chd1l
cox11
tdg
hapln4
gtpbp2
cdc42ep1
farp1
taok2
josd2
mgme1
atg2b
gnat1
unc93b1
nsmce2
foxk2
klhdc7a
gng11
gnptg
gmnn
faap20
zfp276
pnpt1
steap3
myl12b
rp23-306p12.3
cldn14
wdr36
mxi1
tbrg4
d930016d06rik
dcps
pdzd11
hgsnat
hars2
zmym2
mrpl3
mast3
pcgf6
zfp518a
e130309d02rik
kdm6b
pdk4
prob1
wasf2
hist2h3c2
psmg2
rpain
zcchc14
sharpin
tti1
slc25a28
6430573f11rik
epha2
cbll1
phka2
chac1
afmid
aifm3
serpine1
au019823
inca1
trappc3
slc12a4
lims1
zw10
zbtb33
dhx29
a230046k03rik
suco
cetn2
fignl2
6030458c11rik
bc024978
papss1
ovol3
sfxn5
chkb
spry4
ppcs
2210016f16rik
chpf2
gm8225
arhgap18
naaladl2
paf1
traf6
stxbp5
igfbp5
zfp637
ptpn1
slc25a45
garem
rhob
pnkp
fktn
papd4
homer1
upf2
gatb
nacc2
cdkn1b
lrif1
eftud2
map4k5
d930015e06rik
pomt2
abcd1
pam16
4930453n24rik
phtf2
1700024p16rik
bcl2l2
dixdc1
cxcl10
fxr2
apobec1
klhl13
ncoa5
akap7
gm21967
akap8l
cep290
mfsd5
zfhx2
cox15
oasl1
bmf
crtc3
hcn3
med22
mecr
trim41
leo1
2510009e07rik
arrdc4
ier5
invs
zbtb21
sept11
gm8797
c87436
tmed1
dyrk1b
stx2
micall1
ctif
slc2a8
actr10
myadm
fam58b
cuedc2
spns2
rasal2
gm10784
cables2
ppp1r15a
lncpint
smpd2
ifnar2
unc119
amot
manea
ptpra
dennd6a
thap11
1810034e14rik
samd1
tsr3
xrcc4
d16ertd472e
nsmce1
nfkb1
wwox
slc35b4
polr3f
ppm1f
eapp
bak1
fyco1
snx14
gcnt4
uba6
dnajc14
cmc1
vps53
fam149b
tagln2
ttf1
tnrc6c
lyar
add3
psmg4
osgepl1
leng8
5730508b09rik
zfp560
armt1
cmpk2
sox12
ift52
a130010j15rik
mettl15
hspa2
ranbp3
ctcflos
ccdc91
pef1
bdp1
sdad1
slc2a5
plcl2
fam120b
setx
ppp2r5d
uqcc1
zfp746
ak6
ercc5
dusp19
llgl2
crb3
ppp1r35
prmt3
mbtps2
dlgap4
urm1
ceacam2
raver1
gpalpp1
carhsp1
ring1
slc1a4
cdpf1
bhlhe41
heatr3
smg6
heg1
ikzf4
gm4944
pnpla3
chrna1os
alkbh3
sec24b
ppil2
rnf126
ado
pkd2
zkscan5
e2f5
wfs1
appl1
ncoa3
ctsf
zfp62
atp2b2
aptx
atat1
shroom2
loxl4
slc17a1
mov10
baz2a
ak157302
nt5m
ung
rrp12
fbxl14
rnf8
dtd1
tpgs2
endod1
abcb1a
cxx1a
sh2b3
mad1l1
fam49b
fastkd5
phf11c
tefm
faap100
zbtb48
rnf144a
taf12
rrp7a
chrna4
adprm
aars2
efnb1
zxdc
copg2
tmem106c
lockd
nrf1
rab10os
slc25a38
uros
usp53
zfp943
tmc7
flad1
gmppa
ash2l
rrp36
tmem63a
usp36
tulp3
zak
shank2
tbc1d8
erdr1
tmub2
derl3
slc35c1
wiz
mphosph10
gm5218
rnf168
macrod2
tyw5
manbal
tle3
arl2bp
1110020a21rik
rit1
thyn1
tbc1d9b
hdac6
smad9
stard13
tm4sf1
paxip1
lrp5
gm12184
cnp
cyp2a22
3110045c21rik
ankrd28
gm14698
trip6
snx6
herc6
gm29571
bod1l
nqo1
med10
pvr
sec14l1
stambp
smap1
lyn
asf1a
mgat5
nid2
lcmt1
gypc
igf2bp3
wdr91
adcy6
gm6563
srprb
zfp654
nln
3010026o09rik
det1
mto1
clcn5
rdh5
dmwd
slc9a6
tmem218
glb1
leng1
anks1
rrp8
rfesd
gins1
snip1
gm17669
aph1b
pdcd2
tmem86a
banf1
hectd3
c1rb
tor3a
defb1
vdac3-ps1
pcnx
inpp5a
gnl2
ddx39
wbscr16
itga1
tecpr2
nelfb
zmat5
samd9l
rbm10
myh10
pald1
6430548m08rik
rab13
lbhd1
itsn2
nmi
nup35
gpatch11
lmtk2
rbm38
taf11
pnpla6
rp23-198f11.3
traf2
usp3
zfp710
ttyh3
efna5
5830416i19rik
phf1
ankrd9
tgfbr3
nol8
acap2
ldlrad4
smarcd1
tcta
ap5m1
hcfc1
aagab
hdac4
ttc39a
btbd2
pkhd1
trp53rka
mertk
csf2rb
6330416g13rik
slc37a3
gm15998
igsf8
pgm2l1
naa40
ckap5
slc10a5
cfap97
ccdc9
tpm3-rs7
fzr1
mllt3
prr3
slc19a1
ccdc151
fam117b
triobp
brip1
prox1os
gm44421
pbxip1
hist1h4i
ccdc85b
rtca
dolk
9430038i01rik
qser1
fuca2
gm19426
cdc42se1
ccp110
b230312c02rik
ajuba
zfp612
prpf39
haus2
fiz1
tnfsf12
rtkn
plpp5
ssx2ip
zdhhc13
mepce
med4
ltv1
mras
nhsl1
cul4b
vps9d1
gm826
zfp629
bbs10
tln1
pcgf5
utp20
alg8
kat6b
usp32
gmfg
galnt11
polr3g
gm13152
fgfr1
d2wsu81e
tmub1
dcaf17
lag3
cys1
cad
thpo
vezt
man2c1
0610037l13rik
tdrd3
zmat1
farp2
gm26619
tmem260
exd1
mthfd1l
fam185a
fancl
wbscr17
dph6
golt1b
reck
polr3h
lig4
smarce1
hilpda
nudt18
mical3
lrp12
smg9
syde2
fmo4
stap1
fam20b
plekha7
simc1
nr4a2
acvr1
snrnp25
plin4
dip2b
rnf113a2
grk5
dnmt3b
ints8
strn
kctd9
ippk
brms1
atr
prkag2
smad7
zbtb11os1
oraov1
hgh1
c730036e19rik
cdk16
nol9
gm5160
ttll5
otud1
alyref2
ruvbl1
foxj3
gabpb2
thra
flywch1
hook2
ppm1m
pitpnm2
upf3a
npat
dcun1d2
ndufaf7
jpx
fbxo11
btbd7
gm12355
atn1.1
rhobtb3
tomm34
h2-q4
brd9
tnfrsf12a
hltf
ptpn23
alg6
tgm1
h2-q6
tsen15
rhbdf2
taco1
traf3
lipt2
ets2
fam110a
sat2
rps6ka4
tsr2
atp11a
gm2178
trip10
bc026585
caskin2
chrna2
smyd3
ankzf1
top3b
cc2d1b
ces2c
bzw2
nop14
tmem68
card10
uap1l1
trim11
sertm1
atp5s
ccdc84
nop2
usp6nl
trmt13
e030018b13rik
plcb3
myg1
lrp4
ago3
traf5
zfp954
gm21092
asb1
ddx10
rfng
kctd12
cyb561d2
gpx7
lama3
atxn1l
ppp1r3e
xrcc6bp1
med12
slc22a4
slc50a1
ccl25
zfp932
fam53b
zfp275
socs5
specc1l
zfp760
cog2
4930556m19rik.1
gba2
rwdd2b
cep170
cactin
tnfaip3
arhgef16
hist2h2aa2
map4k2
gm14097
itpripl1
plekhg5
phf2
sult1c2
tubgcp2
mast2
sgce
abt1
caln1
3110082i17rik
cc2d1a
shf
rft1
rsad1
mfsd3
pak4
pllp
zfp358
tmem186
wdr4
paqr3
gtf2h2
cyp17a1
tmem216
csnk2a2
slc4a1ap
sgsm2
gm44244
cep104
pfn2
fras1
vps45
rrp9
2410022m11rik
gm26588
herc3
sirpa
1810010h24rik
gm43796
rwdd3
gm10069
fbxl18
2510046g10rik
fam219b
amd2
slc24a5
ctps2
bcs1l
ppp1r42
sall2
sipa1l2
tbkbp1
neu2
taf5
anapc10
ano10
fkrp
nprl3
pik3c2g
odf3b
ccdc30
odf2
tnnc1
gm26722
phlpp2
mitf
fosb
slc17a9
dhx58
ciz1
nbeal2
mlh3
slc35a4
sorbs1
coro7
ccne2
hs1bp3
mkrn2
wrn
slc39a6
ints9
slc12a9
ntpcr
ano6
rpa2
tmem181a
mbd5
dnajc18
akap10
kctd10
camsap3
zfp511
tmem65
plekhh3
cep97
cadm4
mcm4
gpx6
gngt1
sdccag8
gm13251
gramd1a
inpp5k
podn
hps5
pwp1
rap1gap
hmgxb4
cdk19
pde4d
mcrs1
fbxo42
morc4
susd1
snapc3
zbtb42
plin1
slc18a1
trip13
mettl3
mier2
plekhj1
rnf41
5930430l01rik
ppan
2810402e24rik
zbtb24
setmar
nme7
hunk
wars2
sparc
gm7160
glt8d1
fes
cabin1
zfp219
gm37336
sytl1
brms1l
abcb1b
meig1
agps
gm20703
ilf3
slc10a7
ctdspl
cd320
phldb3
dus2
hist1h2al
zrsr2
mesdc1
tuft1
armc9
nprl2
snhg20
mcph1
engase
fam216a
brca2
tspan3
ces2d-ps
gramd4
tbl3
ttc30a1
zc3h3
1110008l16rik
intu
tanc2
zfp653
gca
atad2
mynn
usf1
gemin5
ccpg1os
lgals4
ttc5
wrap73
gm10282
fzd1
sntb2
ovca2
extl1
fam175a
hist2h2aa1
cby1
dffa
lzic
rnf26
cryab
zcwpw1
vps25
kcnn1
gm12280
kdr
frmd6
ercc4
eps15l1
tmsb15b1
pard3b
iqce
zfp809
gm4890
snrpn
gm5611
polr3a
pdss1
zfp948
etaa1
ccdc191
ifit3b
gm16740
snx8
mapkbp1
serpinb8
abhd8
mcm7
gm10110
slc25a14
rcc1
med23
mib2
cep68
2310022a10rik
sccpdh
msrb3
thoc6
leng9
riok1
tlr3
sema6b
rpusd4
hist1h1e
hsf4
adgrg2
2210408i21rik
zfp324
sptb
themis
e4f1
rdh9
cln6
lnpep
rxrg
ccar2
dhrs13
dennd2d
traf3ip2
urb2
arhgap1
pcnt
mbip
impg2
sacs
wasf1
myl4
cyp4f16
1700056e22rik
zbtb26
golt1a
dnase1l1
poli
adgrf1
2900093k20rik
nlgn2
ccnj
1700084e18rik
siglec1
a330041j22rik
9430065f17rik
cyp1a1
gja4
nos1ap
gmeb2
zfp687
gm11100
epb41l2
cbfa2t3
lrrc14b
gm6614
3222401l13rik
spata7
tmem164
gmds
st3gal6
lrch3
gm42918
gm26982
nat1
ddr1
zfp518b
wdr90
